reaction_id,exception
C=CC(CC)O[O]_m2>>CCC1[CH]COO1_m2,
[CH2]C(=O)C=O_m2>>O=[C]CC=O_m2,
[O]OC(=O)C=CC=O_m2>>O=CC1[CH]C(=O)OO1_m2,
[O]C(=O)C([O])O_m3>>O=C1OOC1O_m1,
C=[C]C(=O)C=O_m2>>C=C1OC1=C[O]_m2,
[O]C(=O)CC(=O)C=O_m2>>[O]C=C1CC(=O)OO1_m2,
C=C[CH]CO[O]_m3>>C1=CCOOC1_m1,
[CH2]C([O])=C=O_m3>>O=C1CC1=O_m1,
C=C=C=C[O]_m2>>C=C1[C]=CO1_m2,Caught an unknown exception!
O=[C]C(O)[C]=O_m3>>O=C1C(=O)C1O_m1,
C#CC(C)O[O]_m2>>CC1[C]=COO1_m2,
C=CCCO[O]_m2>>[CH]1CCOOC1_m2,
[CH]=C=C1CO1_m2>>[CH]=C1CC1=O_m2,
CC(=O)C(=O)C(O)O[O]_m2>>CC1([O])OOC(O)C1=O_m2,
[O]C(=O)C(=O)C(=O)O_m2>>[O]C1C(=O)OOC=1O_m2,
CC=CCO[O]_m2>>CC1[CH]COO1_m2,
C=CC=C=O_m1>>O=C1C=CC1_m1,
[CH]C=C=O_m3>>O=C1C=C1_m1,
C=C([O])C(=O)C([O])=O_m3>>C=C1OOC(=O)C1=O_m1,
O=CC1[CH]C(=O)OO1_m2>>[O]C1C2OOC(=O)C12_m2,
[O]OCC#CC=O_m2>>O=CC1=[C]COO1_m2,
[CH2]CC=C_m2>>[CH2]C1CC1_m2,
C=CCCO[O]_m2>>[CH2]C1CCOO1_m2,
C=C=C([O])[O]_m3>>C=C1OC1=O_m1,
[CH2]C([O])=C=O_m3>>O=C=C1CO1_m1,
CC(=O)OOC(O)[C]=O_m2>>CC1([O])OOC(O)C1=O_m2,
O=CCO[CH]C(=O)C=O_m2>>[O]C(C=O)(C=O)CC=O_m2,
C=C1[C]=CO1_m2>>O=C1[C]=CC1_m2,Caught an unknown exception!
CCC=CCO[O]_m2>>CCC1[CH]COO1_m2,
C#CC(=C)[O]_m2>>[CH]=C1CC1=O_m2,
CC#CCO[O]_m2>>CC1=[C]COO1_m2,
O=[C]C[C]=O_m3>>O=C1CC1=O_m1,
C#CC(=O)CO[O]_m2>>[CH]=C1OOCC1=O_m2,
C#CC(=C)O[O]_m2>>C=C1[C]=COO1_m2,
C=C=CO[O]_m2>>[C]1=COOC1_m2,
[CH2]C([O])=C=O_m3>>C=C1OC1=O_m1,
C#CC(=C)[O]_m2>>[CH]=C=C1CO1_m2,
C#CCO[O]_m2>>[C]1=COOC1_m2,
C#CC(=C)O[O]_m2>>C#CC1([CH2])OO1_m2,
C#CC[C]=O_m2>>C#CC(=C)[O]_m2,
C=C=C=C[O]_m2>>C=C=C1[CH]O1_m2,
C#CC[C]=O_m2>>[CH]=C1CC1=O_m2,
CC(=O)C(=O)[CH]OCC=O_m2>>CC(=O)C([O])(C=O)CC=O_m2,
